Honesty ,Scalability ,Robustness,Direct Trust,Indirect Trust,Aggregation
0.380,0.274,0.290,0.479,0.424,0.369
0.048,0.901,0.906,0.560,0.390,0.561
0.731,0.337,0.574,0.962,0.405,0.602
0.256,0.817,0.396,0.896,0.405,0.554
0.838,0.445,0.316,0.697,0.683,0.596
0.531,0.971,0.996,0.331,0.110,0.588
0.008,0.392,0.383,0.194,0.265,0.248
0.599,0.145,0.258,0.272,0.510,0.357
0.008,0.098,0.801,0.982,0.658,0.509
0.919,0.038,0.471,0.443,0.422,0.458
0.052,0.909,0.116,0.089,0.216,0.276
0.420,0.419,0.026,0.790,0.339,0.399
0.282,0.019,0.933,0.764,0.622,0.524
0.516,0.670,0.921,0.296,0.893,0.659
0.135,0.047,0.566,0.980,0.504,0.447
0.727,0.564,0.024,0.675,0.539,0.506
0.545,0.297,0.688,0.015,0.646,0.438
0.742,0.476,0.944,0.817,0.497,0.695
0.654,0.853,0.580,0.903,0.885,0.775
0.061,0.596,0.826,0.513,0.719,0.543
0.892,0.866,0.321,0.868,0.241,0.637
0.813,0.052,0.826,0.499,0.066,0.451
0.089,0.111,0.896,0.624,0.773,0.499
0.185,0.764,0.313,0.352,0.529,0.429
0.117,0.272,0.766,0.745,0.812,0.543
0.529,0.399,0.897,0.185,0.210,0.444
0.598,0.417,0.952,0.717,0.391,0.615
0.924,0.277,0.797,0.331,0.341,0.534
0.819,0.847,0.817,0.338,0.506,0.665
0.126,0.626,0.734,0.693,0.240,0.484
0.814,0.206,0.681,0.499,0.885,0.617
0.662,0.655,0.397,0.570,0.922,0.641
0.676,0.531,0.869,0.966,0.015,0.611
0.842,0.365,0.785,0.760,0.483,0.647
0.992,0.857,0.708,0.919,0.877,0.871
0.921,0.450,0.472,0.828,0.794,0.693
0.279,0.767,0.607,0.319,0.913,0.577
0.863,0.622,0.098,0.246,0.732,0.512
0.247,0.443,0.349,0.923,0.244,0.441
0.031,0.292,0.465,0.884,0.863,0.507
0.129,0.823,0.506,0.843,0.179,0.496
0.783,0.377,0.504,0.394,0.362,0.484
0.826,0.935,0.651,0.998,0.761,0.834
0.006,0.668,0.670,0.871,0.055,0.454
0.079,0.862,0.233,0.762,0.251,0.437
0.785,0.085,0.832,0.621,0.758,0.616
0.542,0.295,0.495,0.403,0.233,0.394
0.963,0.065,0.770,0.498,0.270,0.513
0.109,0.244,0.244,0.012,0.651,0.252
0.574,0.176,0.204,0.701,0.367,0.404
0.146,0.052,0.164,0.035,0.012,0.082
0.068,0.987,0.479,0.396,0.762,0.538
0.708,0.703,0.928,0.854,0.794,0.797
0.231,0.717,0.151,0.176,0.797,0.415
0.845,0.010,0.418,0.103,0.449,0.365
0.963,0.794,0.904,0.143,0.788,0.719
0.392,0.032,0.246,0.620,0.299,0.318
0.486,0.094,0.631,0.966,0.476,0.531
0.558,0.303,0.107,0.335,0.423,0.345
0.997,0.583,0.834,0.558,0.324,0.659
0.406,0.904,0.350,0.140,0.425,0.445
0.196,0.025,0.807,0.340,0.724,0.418
0.110,0.624,0.688,0.794,0.158,0.475
0.937,0.517,0.537,0.007,0.189,0.437
0.315,0.293,0.035,0.799,0.803,0.449
0.127,0.958,0.280,0.018,0.846,0.446
0.403,0.120,0.958,0.590,0.770,0.568
0.370,0.217,0.150,0.073,0.145,0.191
0.412,0.819,0.318,0.048,0.016,0.323
0.897,0.802,0.960,0.688,0.351,0.739
0.760,0.104,0.880,0.462,0.796,0.600
0.456,0.768,0.253,0.061,0.968,0.501
0.461,0.555,0.071,0.265,0.996,0.470
0.155,0.677,0.977,0.825,0.068,0.540
0.956,0.994,0.546,0.014,0.597,0.621
0.485,0.245,0.891,0.955,0.326,0.580
0.880,0.842,0.706,0.544,0.281,0.651
0.016,0.523,0.526,0.335,0.534,0.387
0.507,0.241,0.998,0.197,0.847,0.558
0.728,0.068,0.967,0.574,0.291,0.526
0.690,0.698,0.193,0.848,0.077,0.501
0.241,0.997,0.094,0.848,0.068,0.450
0.572,0.081,0.338,0.400,0.192,0.317
0.885,0.905,0.105,0.134,0.178,0.441
0.820,0.659,0.470,0.955,0.239,0.628
0.999,0.826,0.139,0.592,0.962,0.703
0.931,0.895,0.489,0.251,0.852,0.683
0.443,0.388,0.026,0.134,0.270,0.252
0.049,0.772,0.572,0.916,0.542,0.570
0.665,0.200,0.637,0.830,0.068,0.480
0.956,0.551,0.291,0.931,0.613,0.668
0.504,0.272,0.609,0.333,0.871,0.518
0.961,0.073,0.164,0.045,0.582,0.365
0.675,0.480,0.017,0.883,0.142,0.439
0.003,0.295,0.112,0.707,0.584,0.340
0.056,0.901,0.314,0.943,0.496,0.542
0.450,0.748,0.237,0.195,0.568,0.440
0.755,0.007,0.902,0.113,0.284,0.412
0.223,0.027,0.923,0.950,0.959,0.617
0.770,0.755,0.964,0.968,0.595,0.810
0.325,0.846,0.672,0.342,0.793,0.596
0.728,0.583,0.832,0.765,0.007,0.583
0.307,0.175,0.566,0.372,0.836,0.451
0.143,0.800,0.510,0.524,0.183,0.432
0.655,0.192,0.200,0.427,0.918,0.478
0.783,0.737,0.015,1.000,0.600,0.627
0.572,0.295,0.819,0.973,0.810,0.694
0.544,0.843,0.331,0.782,0.910,0.682
0.762,0.179,0.003,0.860,0.477,0.456
0.692,0.183,0.937,0.440,0.777,0.606
0.385,0.705,0.389,0.523,0.957,0.592
0.863,0.410,0.683,0.985,0.186,0.625
0.172,0.597,0.211,0.621,0.238,0.368
0.927,0.796,1.000,0.727,0.411,0.772
0.083,0.207,0.087,0.032,0.290,0.140
0.569,0.177,0.352,0.251,0.642,0.398
0.591,0.756,0.091,0.873,0.384,0.539
0.727,0.991,0.806,0.992,0.447,0.793
0.288,0.388,0.926,0.961,0.514,0.615
0.659,0.681,0.293,0.189,0.891,0.543
0.618,0.967,0.878,0.086,0.015,0.513
0.119,0.437,0.185,0.697,0.996,0.487
0.602,0.264,0.098,0.475,0.982,0.484
0.946,0.264,0.060,0.880,0.497,0.529
0.308,0.719,0.344,0.951,0.195,0.504
0.887,0.218,0.931,0.544,0.010,0.518
0.324,0.690,0.243,0.092,0.916,0.453
0.360,0.825,0.367,0.120,0.583,0.451
0.014,0.522,0.233,0.363,0.563,0.339
0.260,0.935,0.428,0.683,0.007,0.463
0.135,0.699,0.411,0.804,0.450,0.500
0.517,0.249,0.415,0.337,0.428,0.389
0.132,0.765,0.239,0.847,0.752,0.547
0.099,0.913,0.067,0.313,0.385,0.355
0.885,0.032,0.702,0.415,0.700,0.547
0.387,0.589,0.564,0.792,0.159,0.498
0.856,0.025,0.719,0.173,0.827,0.520
0.517,0.749,0.281,0.551,0.906,0.601
0.363,0.104,0.850,0.078,0.704,0.420
0.142,0.614,0.677,0.598,0.522,0.511
0.040,0.268,0.473,0.923,0.734,0.488
0.226,0.673,0.756,0.028,0.174,0.371
0.952,0.178,0.947,0.243,0.257,0.515
0.436,0.591,0.247,0.279,0.242,0.359
0.119,0.538,0.673,0.176,0.227,0.347
0.610,0.800,0.773,0.936,0.460,0.716
0.713,0.945,0.118,0.255,0.525,0.511
0.690,0.097,0.890,0.459,0.145,0.456
0.292,0.019,0.272,0.172,0.869,0.325
0.283,0.666,0.639,0.415,0.917,0.584
0.888,0.563,0.176,0.841,0.877,0.669
0.403,0.279,0.204,0.150,0.020,0.211
0.674,0.969,0.768,0.108,0.553,0.614
0.928,0.400,0.627,0.714,0.432,0.620
0.399,0.561,0.564,0.353,0.180,0.412
0.338,0.834,0.197,0.945,0.975,0.658
0.589,0.260,0.136,0.662,0.963,0.522
0.277,0.958,0.883,0.586,0.690,0.679
0.917,0.672,0.816,0.197,0.358,0.592
0.075,0.187,0.078,0.589,0.014,0.189
0.624,0.787,0.468,0.876,0.048,0.561
0.035,0.069,0.536,0.221,0.650,0.302
0.451,0.744,0.139,0.072,0.254,0.332
0.930,0.578,0.883,0.592,0.029,0.602
0.560,0.986,0.196,0.858,0.263,0.573
0.198,0.654,0.292,0.366,0.129,0.328
0.103,0.506,0.415,0.626,0.586,0.447
0.060,0.050,0.394,0.639,0.330,0.295
0.352,0.164,0.912,0.910,0.057,0.479
0.869,0.889,0.070,0.833,0.324,0.597
0.142,0.077,0.270,0.966,0.575,0.406
0.476,0.916,0.002,0.710,0.463,0.514
0.805,0.025,0.230,0.598,0.325,0.397
0.232,0.394,0.653,0.959,0.980,0.643
0.711,0.647,0.662,0.204,0.893,0.624
0.086,0.037,0.101,0.644,0.495,0.273
0.244,0.672,0.788,0.739,0.964,0.682
0.826,0.836,0.577,0.073,0.127,0.488
0.194,0.840,0.192,0.630,0.272,0.425
0.069,0.695,0.083,0.229,0.461,0.307
0.671,0.415,0.955,0.545,0.463,0.610
0.234,0.004,0.234,0.979,0.346,0.359
0.824,0.550,0.304,0.709,0.518,0.581
0.007,0.574,0.915,0.648,0.057,0.440
0.062,0.531,0.916,0.264,0.202,0.395
0.595,0.512,0.119,0.082,0.597,0.381
0.196,0.861,0.951,0.034,0.977,0.604
0.820,0.363,0.527,0.120,0.026,0.371
0.109,0.669,0.261,0.304,0.556,0.380
0.508,0.735,0.383,0.355,0.430,0.482
0.590,0.787,0.052,0.804,0.280,0.503
0.592,0.091,0.870,0.361,0.429,0.468
0.550,0.152,0.837,0.313,0.335,0.437
0.955,0.465,0.316,0.048,0.246,0.406
0.225,0.620,0.474,0.505,0.967,0.558
0.814,0.388,0.205,0.850,0.448,0.541
0.956,0.082,0.103,0.093,0.127,0.272
0.707,0.823,0.673,0.459,0.816,0.695
0.799,0.654,0.985,0.769,0.637,0.769
0.479,0.698,0.293,0.506,0.847,0.565
0.962,0.501,0.817,0.926,0.060,0.653
0.848,0.625,0.114,0.629,0.589,0.561
0.990,0.227,0.587,0.875,0.134,0.563
0.468,0.075,0.100,0.649,0.487,0.356
0.750,0.255,0.112,0.606,0.506,0.446
0.436,0.169,0.786,0.320,0.335,0.409
0.257,0.204,0.806,0.503,0.016,0.357
0.303,0.192,0.100,0.470,0.175,0.248
0.505,0.454,0.055,0.083,0.994,0.418
0.065,0.747,0.075,0.483,0.502,0.374
0.015,0.119,0.751,0.083,0.834,0.361
0.554,0.105,0.119,0.346,0.661,0.357
0.657,0.304,0.863,0.900,0.706,0.686
0.768,0.737,0.022,0.983,0.861,0.674
0.683,0.292,0.596,0.105,0.986,0.532
0.532,0.825,0.143,0.457,0.433,0.478
0.606,0.063,0.040,0.918,0.385,0.402
0.418,0.765,0.842,0.324,0.465,0.563
0.394,0.185,0.096,0.616,0.283,0.315
0.647,0.202,0.187,0.073,0.365,0.295
0.384,0.078,0.120,0.757,0.981,0.464
0.567,0.307,0.524,0.977,0.614,0.598
0.313,0.094,0.076,0.652,0.676,0.362
0.038,0.619,0.914,0.630,0.434,0.527
0.613,0.227,0.459,0.596,0.501,0.479
0.221,0.825,0.558,0.629,0.368,0.520
0.226,0.490,0.802,0.132,0.709,0.472
0.283,0.643,0.212,0.782,0.975,0.579
0.402,0.789,0.842,0.149,0.937,0.624
0.539,0.940,0.335,0.191,0.201,0.441
0.023,0.608,0.807,0.814,0.088,0.468
0.444,0.711,0.353,0.363,0.298,0.434
0.836,0.658,0.462,0.775,0.740,0.694
0.996,0.776,0.823,0.967,0.358,0.784
0.551,0.472,0.659,0.170,0.236,0.418
0.027,0.487,0.121,0.093,0.316,0.209
0.633,0.218,0.286,0.855,0.398,0.478
0.283,0.995,0.740,0.493,0.098,0.522
0.220,0.013,0.437,0.485,0.629,0.357
0.389,0.913,0.625,0.725,0.680,0.666
0.363,0.377,0.054,0.370,0.662,0.365
0.130,0.145,0.836,0.586,0.104,0.360
0.219,0.879,0.497,0.016,0.467,0.416
0.078,0.489,0.176,0.121,0.699,0.313
0.128,0.985,0.163,0.943,0.011,0.446
0.041,0.557,0.222,0.171,0.133,0.225
0.716,0.619,0.611,0.596,0.585,0.625
0.593,0.167,0.912,0.874,0.361,0.581
0.900,0.824,0.149,0.481,0.949,0.661
0.400,0.420,0.889,0.978,0.492,0.636
0.367,0.413,0.152,0.835,0.252,0.404
0.863,0.166,0.677,0.925,0.372,0.601
0.790,0.286,0.778,0.781,0.899,0.707
0.210,0.519,0.908,0.247,0.733,0.523
0.785,0.947,0.707,0.056,0.227,0.545
0.426,0.993,0.352,0.137,0.070,0.396
0.324,0.159,0.149,0.919,0.286,0.367
0.657,0.314,0.219,0.287,0.630,0.422
0.540,0.520,0.833,0.646,0.647,0.637
0.868,0.054,0.787,0.762,0.118,0.518
0.881,0.270,0.915,0.001,0.663,0.546
0.256,0.749,0.989,0.852,0.587,0.687
0.412,0.891,0.237,0.179,0.960,0.536
0.317,0.639,0.011,0.687,0.182,0.367
0.690,0.923,0.533,0.963,0.701,0.762
0.453,0.764,0.565,0.567,0.821,0.634
0.079,0.583,0.823,0.867,0.736,0.618
0.335,0.821,0.669,0.305,0.255,0.477
0.348,0.350,0.214,0.977,0.612,0.500
0.017,0.029,0.519,0.668,0.813,0.409
0.134,0.583,0.625,0.219,0.620,0.436
0.790,0.878,0.753,0.458,0.742,0.724
0.001,0.920,0.139,0.098,0.759,0.383
0.722,0.229,0.560,0.217,0.855,0.516
0.928,0.732,0.029,0.262,0.184,0.427
0.378,0.614,0.171,0.701,0.990,0.571
0.448,0.209,0.147,0.493,0.089,0.277
0.244,0.252,0.131,0.039,0.482,0.229
0.628,0.570,0.542,0.037,0.200,0.395
0.465,0.342,0.437,0.552,0.162,0.392
0.042,0.668,0.123,0.777,0.020,0.326
0.929,0.832,0.324,0.772,0.563,0.684
0.687,0.341,0.833,0.459,0.064,0.477
0.584,0.311,0.537,0.371,0.797,0.520
0.359,0.544,0.974,0.078,0.959,0.583
0.390,0.868,0.251,0.292,0.332,0.427
0.805,0.368,0.209,0.523,0.467,0.475
0.572,0.082,0.728,0.414,0.984,0.556
0.334,0.556,0.017,0.272,0.940,0.424
0.339,0.429,0.196,0.271,0.424,0.332
0.677,0.543,0.993,0.857,0.628,0.740
0.425,0.443,0.754,0.782,0.841,0.649
0.325,0.525,0.490,0.960,0.572,0.575
0.301,0.818,0.945,0.097,0.158,0.464
0.900,0.616,0.824,0.754,0.884,0.796
0.361,0.944,0.705,0.660,0.824,0.699
0.600,0.020,0.367,0.580,0.489,0.411
0.653,0.334,0.575,0.966,0.371,0.580
0.861,0.255,0.930,0.814,0.195,0.611
0.613,0.619,0.843,0.262,0.642,0.596
0.534,0.299,0.723,0.238,0.527,0.464
0.809,0.058,0.775,0.374,0.719,0.547
0.329,0.221,0.828,0.125,0.640,0.429
0.072,0.443,0.578,0.558,0.671,0.464
0.658,0.729,0.119,0.424,0.161,0.418
0.228,0.426,0.141,0.084,0.691,0.314
0.316,0.230,0.079,0.097,0.808,0.306
0.273,0.599,0.333,0.794,0.810,0.562
0.067,0.528,0.213,0.460,0.858,0.425
0.238,0.544,0.351,0.291,0.459,0.377
0.499,0.797,0.933,0.158,0.916,0.661
0.062,0.425,0.986,0.730,0.278,0.496
0.072,0.401,0.893,0.698,0.083,0.429
0.508,0.427,0.753,0.965,0.499,0.631
0.334,0.235,0.091,0.464,0.202,0.265
0.805,0.362,0.787,0.209,0.711,0.575
0.443,0.605,0.939,0.969,0.755,0.742
0.484,0.487,0.864,0.935,0.416,0.637
0.782,0.173,0.537,0.075,0.375,0.389
0.525,0.053,0.087,0.353,0.467,0.297
0.979,0.410,0.919,0.627,0.150,0.617
0.634,0.357,0.698,0.406,0.379,0.495
0.768,0.966,0.034,0.932,0.095,0.559
0.519,0.517,0.148,0.097,0.623,0.381
0.693,0.932,0.927,0.383,0.924,0.772
0.974,0.359,0.686,0.565,0.687,0.654
0.030,0.772,0.031,0.941,0.794,0.514
0.201,0.098,0.767,0.454,0.913,0.487
0.706,0.534,0.474,0.262,0.667,0.528
0.780,0.212,0.599,0.755,0.323,0.534
0.202,0.843,0.753,0.432,0.049,0.456
0.785,0.649,0.318,0.093,0.856,0.540
0.591,0.584,0.117,0.490,0.927,0.542
0.360,0.584,0.281,0.345,0.214,0.357
0.600,0.517,0.411,0.423,0.307,0.452
0.355,0.956,0.119,0.355,0.812,0.519
0.268,0.437,0.231,0.744,0.051,0.346
0.794,0.822,0.752,0.485,0.043,0.579
0.260,0.241,0.819,0.820,0.099,0.448
0.144,0.711,0.489,0.471,0.464,0.456
0.355,0.582,0.268,0.942,0.796,0.589
0.039,0.624,0.042,0.256,0.628,0.318
0.782,0.186,0.312,0.851,0.833,0.593
0.255,0.126,0.129,0.139,0.569,0.244
0.035,0.878,0.684,0.466,0.068,0.426
0.259,0.695,0.399,0.136,0.457,0.389
0.889,0.547,0.289,0.941,0.633,0.660
0.726,0.722,0.805,0.358,0.098,0.542
0.744,0.905,0.489,0.699,0.495,0.666
0.254,0.648,0.153,0.984,0.768,0.561
0.530,0.590,0.959,0.916,0.408,0.680
0.396,0.529,0.872,0.268,0.877,0.588
0.204,0.329,0.652,0.626,0.077,0.378
0.888,0.584,0.836,0.651,0.581,0.708
0.104,0.159,0.161,0.348,0.346,0.224
0.885,0.979,0.568,0.659,0.241,0.666
0.449,0.433,0.699,0.820,0.200,0.520
0.658,0.449,0.863,0.088,0.041,0.420
0.440,0.023,0.892,0.667,0.210,0.446
0.533,0.159,0.554,0.683,0.554,0.497
0.882,0.090,0.124,0.479,0.743,0.464
0.871,0.354,0.433,0.461,0.755,0.575
0.572,0.127,0.353,0.185,0.405,0.328
0.519,0.277,0.733,0.870,0.294,0.539
0.991,0.722,0.332,0.968,0.337,0.670
0.211,0.338,0.593,0.656,0.046,0.369
0.963,0.323,0.615,0.994,0.404,0.659
0.968,0.410,0.547,0.400,0.707,0.606
0.294,0.197,0.512,0.966,0.284,0.451
0.263,0.703,0.957,0.334,0.896,0.631
0.866,0.000,0.680,0.493,0.531,0.514
0.504,0.636,0.148,0.322,0.189,0.360
0.726,0.522,0.629,0.589,0.055,0.504
0.601,0.053,0.065,0.675,0.998,0.479
0.434,0.381,0.921,0.636,0.989,0.672
0.858,0.925,0.989,0.771,0.476,0.804
0.039,0.153,0.344,0.490,0.670,0.339
0.317,0.922,0.400,0.988,0.389,0.603
0.080,0.366,0.811,0.970,0.370,0.519
0.545,0.690,0.545,0.125,0.052,0.391
0.184,0.507,0.997,0.690,0.199,0.515
0.345,0.998,0.988,0.512,0.698,0.708
0.247,0.500,0.292,0.877,0.401,0.464
0.710,0.850,0.451,0.068,0.868,0.589
0.584,0.382,0.235,0.561,0.202,0.393
0.553,0.851,0.147,0.588,0.259,0.480
0.955,0.210,0.187,0.389,0.127,0.374
0.297,0.586,0.376,0.618,0.182,0.412
0.985,0.520,0.530,0.687,0.023,0.549
0.279,0.599,0.768,0.044,0.370,0.412
0.739,0.657,0.776,0.706,0.866,0.749
0.724,0.506,0.471,0.838,0.001,0.508
0.184,0.798,0.379,0.765,0.771,0.579
0.919,0.303,0.534,0.164,0.968,0.577
0.331,0.410,0.217,0.662,0.100,0.344
0.164,0.195,0.672,0.782,0.738,0.510
0.422,0.416,0.360,0.776,0.038,0.403
0.733,0.667,0.758,0.339,0.633,0.626
0.867,0.646,0.661,0.419,0.385,0.595
0.488,0.046,0.599,0.140,0.299,0.314
0.124,0.394,0.759,0.223,0.108,0.322
0.591,0.957,0.622,0.524,0.998,0.738
0.071,0.869,0.004,0.060,0.245,0.250
0.290,0.978,0.942,0.340,0.938,0.698
0.705,0.403,0.546,0.120,0.841,0.523
0.363,0.730,0.097,0.755,0.493,0.488
0.811,0.658,0.701,0.879,0.290,0.668
0.445,0.517,0.324,0.970,0.481,0.547
0.614,0.814,0.403,0.185,0.211,0.445
0.818,0.489,0.436,0.324,0.896,0.593
0.796,0.923,0.935,0.442,0.962,0.812
0.545,0.765,0.636,0.859,0.357,0.632
0.701,0.657,0.514,0.880,0.003,0.551
0.755,0.333,0.760,0.194,0.378,0.484
0.552,0.532,0.891,0.815,0.925,0.743
0.147,0.126,0.539,0.269,0.014,0.219
0.275,0.776,0.305,0.295,0.847,0.499
0.077,0.611,0.952,0.659,0.258,0.511
0.038,0.907,0.323,0.705,0.490,0.493
0.569,0.748,0.914,0.582,0.877,0.738
0.961,0.803,0.170,0.045,0.581,0.512
0.286,0.152,0.208,0.356,0.993,0.399
0.532,0.783,0.531,0.208,0.018,0.415
0.341,0.460,0.740,0.346,0.304,0.438
0.732,0.444,0.178,0.334,0.884,0.514
0.400,0.997,0.040,0.258,0.557,0.450
0.342,0.586,0.299,0.742,0.600,0.514
0.566,0.254,0.121,0.592,0.939,0.494
0.476,0.006,0.469,0.617,0.052,0.324
0.321,0.754,0.163,0.248,0.810,0.459
0.794,0.101,0.606,0.982,0.295,0.556
0.429,0.761,0.687,0.494,0.593,0.593
0.255,0.868,0.440,0.247,0.917,0.545
0.411,0.249,0.229,0.189,0.434,0.302
0.794,0.522,0.615,0.184,0.921,0.607
0.907,0.765,0.385,0.300,0.517,0.575
0.623,0.225,0.262,0.163,0.193,0.293
0.586,0.925,0.840,0.109,0.408,0.573
0.565,0.310,0.192,0.932,0.394,0.479
0.326,0.032,0.678,0.050,0.831,0.383
0.901,0.123,0.215,0.826,0.524,0.518
0.420,0.990,0.229,0.466,0.045,0.430
0.091,0.695,0.420,0.700,0.200,0.421
0.025,0.818,0.095,0.095,0.029,0.212
0.437,0.333,0.170,0.412,0.848,0.440
0.660,0.126,0.468,0.150,0.131,0.307
0.574,0.973,0.913,0.500,0.977,0.787
0.725,0.142,0.771,0.340,0.592,0.514
0.044,0.526,0.434,0.500,0.025,0.306
0.157,0.270,0.583,0.824,0.510,0.469
0.749,0.424,0.923,0.846,0.428,0.674
0.416,0.943,0.118,0.374,0.966,0.563
0.197,0.784,0.757,0.918,0.464,0.624
0.373,0.378,0.977,0.942,0.495,0.633
0.950,0.158,0.419,0.055,0.057,0.328
0.474,0.257,0.403,0.356,0.909,0.480
0.749,0.787,0.286,0.451,0.150,0.485
0.578,0.265,0.466,0.897,0.764,0.594
0.430,0.877,0.893,0.090,0.181,0.494
0.904,0.306,0.044,0.702,0.882,0.567
0.536,0.889,0.690,0.125,0.881,0.624
0.189,0.465,0.037,0.486,0.662,0.368
0.009,0.576,0.107,0.771,0.375,0.367
0.678,0.924,0.944,0.763,0.804,0.823
0.488,0.974,0.587,0.698,0.009,0.551
0.624,0.774,0.810,0.134,0.635,0.595
0.700,0.390,0.585,0.531,0.099,0.461
0.179,0.238,0.199,0.103,0.744,0.293
0.687,0.329,0.959,0.779,0.172,0.585
0.483,0.139,0.685,0.487,0.396,0.438
0.704,0.319,0.984,0.295,0.997,0.660
0.072,0.410,0.184,0.175,0.848,0.338
0.819,0.305,0.560,0.407,0.785,0.575
0.639,0.434,0.546,0.422,0.841,0.576
0.365,0.515,0.574,0.194,0.177,0.365
0.276,0.808,0.661,0.354,0.056,0.431
0.464,0.024,0.238,0.649,0.320,0.339
0.581,0.501,0.259,0.525,0.301,0.433
0.799,0.532,0.675,0.640,0.804,0.690
0.296,0.820,0.549,0.068,0.630,0.473
0.682,0.759,0.320,0.031,0.301,0.418
0.361,0.271,0.957,0.819,0.164,0.514
0.831,0.554,0.238,0.857,0.369,0.570
0.956,0.521,0.689,0.932,0.870,0.794
0.958,0.590,0.568,0.797,0.896,0.762
0.355,0.967,0.261,0.310,0.645,0.507
0.600,0.992,0.881,0.689,0.788,0.790
0.637,0.501,0.000,0.719,0.425,0.456
0.410,0.927,0.630,0.590,0.268,0.565
0.512,0.918,0.092,0.193,0.145,0.372
0.988,0.776,0.894,0.860,0.057,0.715
0.372,0.434,0.878,0.915,0.289,0.577
0.086,0.091,0.386,0.033,0.787,0.276
0.325,0.095,0.571,0.580,0.551,0.424
0.769,0.859,0.883,0.120,0.778,0.682
0.304,0.831,0.714,0.303,0.303,0.491
0.758,0.230,0.829,0.686,0.945,0.690
0.170,0.497,0.469,0.187,0.085,0.282
0.663,0.233,0.489,0.116,0.068,0.314
0.807,0.094,0.483,0.600,0.307,0.458
0.978,0.939,0.639,0.059,0.525,0.628
0.730,0.329,0.269,0.218,0.441,0.397
0.768,0.077,0.590,0.021,0.014,0.294
0.391,0.093,0.975,0.686,0.120,0.453
0.150,0.531,0.441,0.964,0.867,0.590
0.883,0.146,0.404,0.838,0.576,0.569
0.776,0.110,0.971,0.681,0.821,0.672
0.864,0.807,0.958,0.148,0.238,0.603
0.008,0.016,0.371,0.797,0.633,0.365
0.064,0.336,0.394,0.607,0.084,0.297
0.398,0.615,0.345,0.734,0.628,0.544
0.342,0.485,0.138,0.856,0.942,0.552
0.200,0.936,0.799,0.087,0.661,0.537
0.589,0.147,0.257,0.223,0.070,0.257
0.005,0.911,0.524,0.363,0.135,0.388
0.973,0.714,0.240,0.023,0.925,0.575
0.364,0.612,0.944,0.164,0.073,0.431
0.676,0.113,0.518,0.509,0.686,0.500
0.438,0.110,0.812,0.387,0.756,0.501
0.091,0.415,0.922,0.100,0.743,0.454
0.053,0.699,0.013,0.703,0.917,0.477
0.374,0.639,0.326,0.465,0.792,0.519
0.656,0.579,0.079,0.599,0.330,0.448
0.113,0.165,0.826,0.945,0.185,0.447
0.324,0.616,0.060,0.618,0.386,0.401
0.328,0.607,0.312,0.481,0.644,0.474
0.802,0.341,0.069,0.594,0.873,0.536
0.289,0.462,0.084,0.213,0.151,0.240
0.379,0.170,0.284,0.814,0.511,0.432
0.818,0.929,0.158,0.523,0.728,0.631
0.605,0.245,0.951,0.117,0.884,0.560
0.238,0.619,0.362,0.097,0.611,0.385
0.328,0.148,0.426,0.123,0.128,0.231
0.946,0.621,0.736,0.974,0.983,0.852
0.504,0.908,0.944,0.909,0.678,0.789
0.052,0.701,0.953,0.012,0.623,0.468
0.990,0.923,0.745,0.394,0.711,0.753
0.108,0.839,0.797,0.443,0.504,0.538
0.447,0.425,0.920,0.146,0.874,0.562
0.536,0.536,0.310,0.488,0.410,0.456
0.990,0.624,0.159,0.106,0.546,0.485
0.968,0.688,0.461,0.961,0.249,0.665
0.698,0.864,0.915,0.285,0.134,0.579
0.555,0.600,0.078,0.805,0.270,0.462
0.703,0.281,0.662,0.861,0.431,0.588
0.370,0.924,0.087,0.466,0.197,0.409
0.587,0.817,0.602,0.410,0.460,0.575
0.420,0.342,0.116,0.390,0.019,0.257
0.371,0.594,0.286,0.344,0.453,0.409
0.035,0.864,0.777,0.555,0.967,0.640
0.506,0.434,0.311,0.544,0.686,0.496
0.270,0.816,0.730,0.176,0.652,0.529
0.482,0.474,0.052,0.886,0.526,0.484
0.472,0.178,0.466,0.754,0.724,0.519
0.999,0.498,0.105,0.818,0.189,0.522
0.170,0.896,0.317,0.716,0.165,0.453
0.702,0.451,0.602,0.834,0.684,0.655
0.265,0.168,0.602,0.567,0.118,0.344
0.562,0.019,0.409,0.455,0.986,0.486
0.306,0.949,0.169,0.113,0.018,0.311
0.983,0.834,0.395,0.934,0.386,0.706
0.298,0.556,0.680,0.006,0.694,0.447
0.850,0.616,0.572,0.997,0.008,0.608
0.172,0.108,0.798,0.256,0.846,0.436
0.155,0.145,0.054,0.369,0.238,0.192
0.830,0.892,0.055,0.387,0.119,0.456
0.278,0.521,0.931,0.805,0.290,0.565
0.413,0.598,0.759,0.872,0.771,0.683
0.273,0.371,0.608,0.141,0.930,0.464
0.144,0.222,0.611,0.461,0.494,0.386
0.566,1.000,0.542,0.186,0.712,0.601
0.567,0.503,0.834,0.480,0.502,0.577
0.855,0.016,0.180,0.388,0.775,0.443
0.441,0.854,0.174,0.668,0.625,0.552
0.899,0.876,0.818,0.322,0.283,0.640
0.978,0.237,0.135,0.132,0.045,0.305
0.104,0.945,0.432,0.248,0.139,0.373
0.192,0.374,0.918,0.647,0.768,0.580
0.892,0.439,0.717,0.336,0.274,0.532
0.250,0.096,0.804,0.575,0.970,0.539
0.943,0.278,0.190,0.502,0.060,0.395
